#,,"generated_by='OpenQuake engine 3.19.0', start_date='2024-05-21T13:16:28', checksum=4043280846"
site_id,event_id,gmv_PGA
932,0,7.38973E-01
933,0,7.37440E-01
934,0,7.35549E-01
935,0,7.33306E-01
936,0,7.30715E-01
937,0,7.27786E-01
938,0,7.24524E-01
939,0,7.20937E-01
940,0,7.17037E-01
941,0,7.12829E-01
942,0,7.08326E-01
943,0,7.03542E-01
944,0,6.98480E-01
945,0,6.94298E-01
946,0,6.98990E-01
947,0,7.03402E-01
948,0,7.07529E-01
949,0,7.11356E-01
950,0,7.14873E-01
951,0,7.18076E-01
952,0,7.20952E-01
953,0,7.23498E-01
954,0,7.25706E-01
955,0,7.27672E-01
956,0,7.29576E-01
957,0,7.31421E-01
958,0,7.33204E-01
959,0,7.34898E-01
960,0,7.36279E-01
961,0,7.37299E-01
962,0,7.37957E-01
963,0,7.38250E-01
964,0,7.38178E-01
965,0,7.37740E-01
966,0,7.36939E-01
967,0,7.35776E-01
968,0,7.34252E-01
969,0,7.32376E-01
970,0,7.30150E-01
971,0,7.27579E-01
972,0,7.24673E-01
973,0,7.21435E-01
974,0,7.17875E-01
975,0,7.14005E-01
976,0,7.09829E-01
977,0,7.05359E-01
978,0,7.00610E-01
979,0,6.95586E-01
980,0,6.90533E-01
981,0,6.95180E-01
982,0,6.99548E-01
983,0,7.03633E-01
984,0,7.07421E-01
985,0,7.10903E-01
986,0,7.14074E-01
987,0,7.16921E-01
988,0,7.19442E-01
989,0,7.21645E-01
990,0,7.23732E-01
991,0,7.25764E-01
992,0,7.27738E-01
993,0,7.29653E-01
994,0,7.31375E-01
995,0,7.32744E-01
996,0,7.33755E-01
997,0,7.34407E-01
998,0,7.34695E-01
999,0,7.34623E-01
1000,0,7.34189E-01
1001,0,7.33395E-01
1002,0,7.32242E-01
1003,0,7.30732E-01
1004,0,7.28873E-01
1005,0,7.26665E-01
1006,0,7.24116E-01
1007,0,7.21232E-01
1008,0,7.18022E-01
1009,0,7.14492E-01
1010,0,7.10654E-01
1011,0,7.06512E-01
1012,0,7.02080E-01
1013,0,6.97367E-01
1014,0,6.92385E-01
1015,0,6.86485E-01
1016,0,6.91081E-01
1017,0,6.95403E-01
1018,0,6.99445E-01
1019,0,7.03193E-01
1020,0,7.06638E-01
1021,0,7.09774E-01
1022,0,7.12590E-01
1023,0,7.15083E-01
1024,0,7.17349E-01
1025,0,7.19558E-01
1026,0,7.21711E-01
1027,0,7.23811E-01
1028,0,7.25821E-01
1029,0,7.27526E-01
1030,0,7.28882E-01
1031,0,7.29883E-01
1032,0,7.30528E-01
1033,0,7.30814E-01
1034,0,7.30742E-01
1035,0,7.30312E-01
1036,0,7.29525E-01
1037,0,7.28383E-01
1038,0,7.26885E-01
1039,0,7.25043E-01
1040,0,7.22856E-01
1041,0,7.20331E-01
1042,0,7.17476E-01
1043,0,7.14292E-01
1044,0,7.10795E-01
1045,0,7.06992E-01
1046,0,7.02889E-01
1047,0,6.98495E-01
1048,0,6.93827E-01
1049,0,6.88888E-01
1050,0,6.82161E-01
1051,0,6.86707E-01
1052,0,6.90978E-01
1053,0,6.94973E-01
1054,0,6.98679E-01
